id,label,pred
Chart-1-patch1-SketchFix-correct-ASE,0,0
Chart-1-patch1-GenProg-incorrect-ASE,1,1
Chart-1-patch1-DynaMoth-incorrect-ASE,1,1
Chart-1-patch1-SketchFix-incorrect-ASE,1,1
Chart-1-patch1-SequenceR-incorrect-ASE,1,1
Chart-1-patch1-Jaid-incorrect-ASE,1,1
Chart-1-patch1-jGenprog-incorrect-ICSE,1,1
Chart-1-patch1-Kali-incorrect-ASE,1,1
Chart-1-patch1-Arja-incorrect-ASE,1,1
Chart-1-patch2-SketchFix-incorrect-ASE,1,1
Chart-1-patch2-Jaid-incorrect-ASE,1,1
Chart-1-patch2-SequenceR-incorrect-ASE,1,1
Chart-1-patch3-Jaid-incorrect-ASE,1,1
Chart-1-patch3-SequenceR-incorrect-ASE,1,1
Chart-2-patch0-d4j-correct-d4j,0,0
Chart-3-patch0-d4j-correct-d4j,0,0
Chart-3-patch1-jGenprog-correct-ICSE,0,0
Chart-3-patch1-GenProg-incorrect-ASE,1,1
Chart-3-patch1-Arja-incorrect-ASE,1,0
Chart-3-patch1-kPAR-incorrect-ASE,1,0
Chart-3-patch1-TBar-incorrect-ASE,1,0
Chart-3-patch1-Nopol2017-incorrect-ICSE,1,0
Chart-4-patch1-SOFix-correct-ASE,0,0
Chart-5-patch0-d4j-correct-d4j,0,0
Chart-5-patch1-Arja-incorrect-ASE,1,0
Chart-5-patch1-Nopol2015-incorrect-ICSE,1,0
Chart-5-patch1-Kali-incorrect-ASE,1,0
Chart-5-patch1-TBar-incorrect-ASE,1,1
Chart-5-patch1-jGenprog-incorrect-ICSE,1,0
Chart-5-patch1-AVATAR-incorrect-ASE,1,1
Chart-5-patch1-Nopol-incorrect-ASE,1,0
Chart-5-patch1-Nopol2017-incorrect-ICSE,1,0
Chart-5-patch1-jGenProg-incorrect-ASE,1,0
Chart-5-patch1-kPAR-incorrect-ASE,1,0
Chart-6-patch0-d4j-correct-d4j,0,0
Chart-6-patch1-Cardumen-incorrect-ASE,1,1
Chart-7-patch1-SimFix-correct-ASE,0,0
Chart-7-patch1-jMutRepair-incorrect-ASE,1,0
Chart-7-patch1-jGenProg-incorrect-ASE,1,0
Chart-7-patch1-kPAR-incorrect-ASE,1,0
Chart-7-patch1-Arja-incorrect-ASE,1,0
Chart-7-patch1-TBar-incorrect-ASE,1,0
Chart-8-patch1-CapGen-correct-ASE,0,0
Chart-9-patch1-Jaid-correct-ASE,0,0
Chart-9-patch1-TBar-correct-ASE,0,0
Chart-9-patch1-SequenceR-correct-ASE,0,0
Chart-9-patch1-Nopol-incorrect-ASE,1,0
Chart-9-patch1-Jaid-incorrect-ASE,1,1
Chart-9-patch1-Nopol2017-incorrect-ICSE,1,0
Chart-9-patch2-Jaid-correct-ASE,0,0
Chart-9-patch2-Jaid-incorrect-ASE,1,0
Chart-9-patch3-Jaid-incorrect-ASE,1,1
Chart-10-patch0-d4j-correct-d4j,0,0
Chart-11-patch1-SequenceR-correct-ASE,0,0
Chart-11-patch2-CapGen-correct-ASE,0,0
Chart-12-patch0-d4j-correct-d4j,0,0
Chart-12-patch1-Arja-correct-ASE,0,0
Chart-12-patch1-TBar-incorrect-ASE,1,1
Chart-12-patch1-SimFix-incorrect-ASE,1,0
Chart-12-patch1-RSRepair-incorrect-ASE,1,0
Chart-12-patch1-Kali-incorrect-ASE,1,1
Chart-12-patch1-GenProg-incorrect-ASE,1,1
Chart-13-patch0-d4j-correct-d4j,0,0
Chart-13-patch1-FixMiner-incorrect-ASE,1,0
Chart-13-patch1-Arja-incorrect-ASE,1,1
Chart-13-patch1-TBar-incorrect-ASE,1,1
Chart-13-patch1-jKali-incorrect-ICSE,1,1
Chart-13-patch1-AVATAR-incorrect-ASE,1,1
Chart-13-patch1-Nopol2015-incorrect-ICSE,1,1
Chart-13-patch1-Nopol2017-incorrect-ICSE,1,1
Chart-13-patch1-DynaMoth-incorrect-ASE,1,1
Chart-13-patch1-jKali-incorrect-ASE,1,1
Chart-13-patch1-Nopol-incorrect-ASE,1,1
Chart-13-patch1-GenProg-incorrect-ASE,1,1
Chart-13-patch1-Cardumen-incorrect-ASE,1,1
Chart-13-patch1-jGenProg-incorrect-ASE,1,1
Chart-13-patch1-RSRepair-incorrect-ASE,1,1
Chart-14-patch1-ACS-correct-ASE,0,1
Chart-14-patch1-Arja-incorrect-ASE,1,1
Chart-15-patch0-d4j-correct-d4j,0,1
Chart-15-patch1-kPAR-incorrect-ASE,1,0
Chart-15-patch1-jGenprog-incorrect-ICSE,1,0
Chart-15-patch1-DynaMoth-incorrect-ASE,1,0
Chart-15-patch1-Kali-incorrect-ASE,1,1
Chart-15-patch1-jKali-incorrect-ICSE,1,1
Chart-15-patch1-Arja-incorrect-ASE,1,1
Chart-15-patch1-TBar-incorrect-ASE,1,0
Chart-16-patch0-d4j-correct-d4j,0,1
Chart-17-patch0-d4j-correct-d4j,0,1
Chart-17-patch1-Nopol2017-incorrect-ICSE,1,0
Chart-17-patch1-Nopol-incorrect-ASE,1,0
Chart-17-patch1-FixMiner-incorrect-ASE,1,0
Chart-18-patch0-d4j-correct-d4j,0,0
Chart-19-patch1-kPAR-correct-ASE,0,0
Chart-19-patch1-ACS-correct-ICSE,0,0
Chart-19-patch1-Arja-incorrect-ASE,1,0
Chart-20-patch0-d4j-correct-d4j,0,0
Chart-21-patch0-d4j-correct-d4j,0,1
Chart-21-patch1-Nopol2017-incorrect-ICSE,1,0
Chart-21-patch1-Nopol-incorrect-ASE,1,0
Chart-21-patch1-Nopol2015-incorrect-ICSE,1,0
Chart-22-patch0-d4j-correct-d4j,0,0
Chart-23-patch0-d4j-correct-d4j,0,0
Chart-24-patch0-d4j-correct-d4j,0,0
Chart-24-patch1-Jaid-correct-ASE,0,0
Chart-24-patch1-Cardumen-incorrect-ASE,1,0
Chart-24-patch2-Jaid-correct-ASE,0,0
Chart-25-patch0-d4j-correct-d4j,0,0
Chart-25-patch1-TBar-incorrect-ASE,1,0
Chart-25-patch1-RSRepair-incorrect-ASE,1,0
Chart-25-patch1-jKali-incorrect-ICSE,1,1
Chart-25-patch1-GenProg-incorrect-ASE,1,1
Chart-25-patch1-DynaMoth-incorrect-ASE,1,1
Chart-25-patch1-Nopol-incorrect-ASE,1,1
Chart-25-patch1-jGenprog-incorrect-ICSE,1,1
Chart-25-patch1-jKali-incorrect-ASE,1,1
Chart-25-patch1-Nopol2015-incorrect-ICSE,1,1
Chart-25-patch1-Nopol2017-incorrect-ICSE,1,1
Chart-25-patch1-jMutRepair-incorrect-ASE,1,1
Chart-25-patch1-Kali-incorrect-ASE,1,1
Chart-25-patch1-Arja-incorrect-ASE,1,0
Chart-26-patch1-Jaid-correct-ASE,0,0
Chart-26-patch1-SOFix-correct-ASE,0,0
Chart-26-patch1-Nopol2015-incorrect-ICSE,1,0
Chart-26-patch1-kPAR-incorrect-ASE,1,1
Chart-26-patch1-jMutRepair-incorrect-ASE,1,1
Chart-26-patch1-jKali-incorrect-ICSE,1,1
Chart-26-patch1-Jaid-incorrect-ASE,1,0
Chart-26-patch1-Nopol2017-incorrect-ICSE,1,1
Chart-26-patch1-AVATAR-incorrect-ASE,1,1
Chart-26-patch1-Kali-incorrect-ASE,1,1
Chart-26-patch1-TBar-incorrect-ASE,1,1
Chart-26-patch2-Jaid-correct-ASE,0,0
Chart-26-patch2-Jaid-incorrect-ASE,1,0
Chart-26-patch3-Jaid-correct-ASE,0,0
Closure-1-patch0-d4j-correct-d4j,0,0
Closure-1-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-2-patch0-d4j-correct-d4j,0,0
Closure-2-patch1-AVATAR-correct-ASE,0,0
Closure-2-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-3-patch0-d4j-correct-d4j,0,0
Closure-3-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-3-patch1-Kali-incorrect-ASE,1,1
Closure-4-patch0-d4j-correct-d4j,0,0
Closure-5-patch0-d4j-correct-d4j,0,0
Closure-5-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-6-patch0-d4j-correct-d4j,0,0
Closure-7-patch0-d4j-correct-d4j,0,0
Closure-7-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-8-patch0-d4j-correct-d4j,0,0
Closure-8-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-9-patch0-d4j-correct-d4j,0,0
Closure-10-patch0-d4j-correct-d4j,0,0
Closure-10-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-11-patch0-d4j-correct-d4j,0,1
Closure-12-patch0-d4j-correct-d4j,0,0
Closure-12-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-12-patch1-AVATAR-incorrect-ASE,1,0
Closure-13-patch0-d4j-correct-d4j,0,0
Closure-14-patch0-d4j-correct-d4j,0,0
Closure-14-patch1-SimFix-incorrect-ASE,1,0
Closure-15-patch0-d4j-correct-d4j,0,0
Closure-15-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-16-patch0-d4j-correct-d4j,0,0
Closure-17-patch0-d4j-correct-d4j,0,1
Closure-17-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-18-patch1-SequenceR-correct-ASE,0,0
Closure-18-patch1-Jaid-correct-ASE,0,0
Closure-18-patch1-SequenceR-incorrect-ASE,1,1
Closure-18-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-18-patch2-SequenceR-correct-ASE,0,0
Closure-18-patch3-SequenceR-incorrect-ASE,1,1
Closure-18-patch4-SequenceR-incorrect-ASE,1,0
Closure-19-patch0-d4j-correct-d4j,0,0
Closure-19-patch1-SimFix-incorrect-ASE,1,0
Closure-19-patch1-FixMiner-incorrect-ASE,1,1
Closure-20-patch0-d4j-correct-d4j,0,0
Closure-20-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-21-patch0-d4j-correct-d4j,0,0
Closure-21-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-21-patch1-Arja-incorrect-ASE,1,0
Closure-21-patch1-SimFix-incorrect-ASE,1,1
Closure-21-patch1-jKali-incorrect-ASE,1,0
Closure-21-patch1-AVATAR-incorrect-ASE,1,1
Closure-21-patch1-TBar-incorrect-ASE,1,0
Closure-21-patch1-GenProg-incorrect-ASE,1,1
Closure-21-patch1-RSRepair-incorrect-ASE,1,1
Closure-21-patch1-Kali-incorrect-ASE,1,0
Closure-21-patch1-jMutRepair-incorrect-ASE,1,0
Closure-22-patch0-d4j-correct-d4j,0,0
Closure-22-patch1-GenProg-incorrect-ASE,1,1
Closure-22-patch1-SimFix-incorrect-ASE,1,1
Closure-22-patch1-RSRepair-incorrect-ASE,1,1
Closure-22-patch1-AVATAR-incorrect-ASE,1,1
Closure-22-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-22-patch1-Arja-incorrect-ASE,1,1
Closure-22-patch1-Kali-incorrect-ASE,1,1
Closure-22-patch1-TBar-incorrect-ASE,1,0
Closure-23-patch0-d4j-correct-d4j,0,0
Closure-24-patch0-d4j-correct-d4j,0,0
Closure-25-patch0-d4j-correct-d4j,0,0
Closure-26-patch0-d4j-correct-d4j,0,1
Closure-26-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-27-patch0-d4j-correct-d4j,0,0
Closure-28-patch0-d4j-correct-d4j,0,0
Closure-29-patch0-d4j-correct-d4j,0,0
Closure-29-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-30-patch0-d4j-correct-d4j,0,0
Closure-30-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-31-patch0-d4j-correct-d4j,0,0
Closure-31-patch1-Jaid-correct-ASE,0,0
Closure-31-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-32-patch0-d4j-correct-d4j,0,0
Closure-33-patch0-d4j-correct-d4j,0,0
Closure-33-patch1-Jaid-correct-ASE,0,0
Closure-33-patch1-Jaid-incorrect-ASE,1,0
Closure-33-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-33-patch2-Jaid-incorrect-ASE,1,1
Closure-34-patch0-d4j-correct-d4j,0,1
Closure-35-patch0-d4j-correct-d4j,0,0
Closure-35-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-35-patch1-kPAR-incorrect-ASE,1,0
Closure-36-patch0-d4j-correct-d4j,0,0
Closure-36-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-37-patch0-d4j-correct-d4j,0,0
Closure-38-patch0-d4j-correct-d4j,0,0
Closure-38-patch1-AVATAR-correct-ASE,0,0
Closure-38-patch1-SequenceR-incorrect-ASE,1,0
Closure-38-patch2-SequenceR-incorrect-ASE,1,0
Closure-38-patch3-SequenceR-incorrect-ASE,1,0
Closure-39-patch0-d4j-correct-d4j,0,1
Closure-40-patch0-d4j-correct-d4j,0,0
Closure-40-patch1-Jaid-correct-ASE,0,0
Closure-41-patch0-d4j-correct-d4j,0,0
Closure-42-patch0-d4j-correct-d4j,0,0
Closure-43-patch0-d4j-correct-d4j,0,0
Closure-44-patch0-d4j-correct-d4j,0,1
Closure-45-patch0-d4j-correct-d4j,0,0
Closure-45-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-45-patch1-AVATAR-incorrect-ASE,1,0
Closure-45-patch1-jKali-incorrect-ASE,1,0
Closure-46-patch0-d4j-correct-d4j,0,0
Closure-46-patch1-Kali-correct-ASE,0,0
Closure-46-patch1-SimFix-correct-ASE,0,0
Closure-46-patch1-kPAR-incorrect-ASE,1,0
Closure-47-patch0-d4j-correct-d4j,0,0
Closure-48-patch0-d4j-correct-d4j,0,0
Closure-48-patch1-AVATAR-incorrect-ASE,1,0
Closure-49-patch0-d4j-correct-d4j,0,1
Closure-49-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-50-patch0-d4j-correct-d4j,0,0
Closure-50-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-51-patch0-d4j-correct-d4j,0,0
Closure-52-patch0-d4j-correct-d4j,0,0
Closure-53-patch0-d4j-correct-d4j,0,0
Closure-54-patch0-d4j-correct-d4j,0,0
Closure-55-patch0-d4j-correct-d4j,0,0
Closure-55-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-56-patch0-d4j-correct-d4j,0,0
Closure-57-patch0-d4j-correct-d4j,0,0
Closure-57-patch1-SimFix-incorrect-ASE,1,0
Closure-58-patch0-d4j-correct-d4j,0,0
Closure-59-patch0-d4j-correct-d4j,0,0
Closure-59-patch1-RSRepair-incorrect-ASE,1,0
Closure-60-patch0-d4j-correct-d4j,0,0
Closure-61-patch0-d4j-correct-d4j,0,0
Closure-61-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-62-patch1-Jaid-correct-ASE,0,0
Closure-62-patch1-TBar-correct-ASE,0,0
Closure-62-patch1-Cardumen-incorrect-ASE,1,0
Closure-62-patch1-kPAR-incorrect-ASE,1,0
Closure-62-patch1-Jaid-incorrect-ASE,1,0
Closure-62-patch1-jKali-incorrect-ASE,1,0
Closure-62-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-64-patch0-d4j-correct-d4j,0,1
Closure-65-patch0-d4j-correct-d4j,0,0
Closure-66-patch0-d4j-correct-d4j,0,0
Closure-66-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-66-patch1-TBar-incorrect-ASE,1,0
Closure-67-patch0-d4j-correct-d4j,0,0
Closure-67-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-68-patch0-d4j-correct-d4j,0,1
Closure-68-patch1-SimFix-correct-ASE,0,1
Closure-69-patch0-d4j-correct-d4j,0,0
Closure-70-patch1-Jaid-correct-ASE,0,0
Closure-71-patch0-d4j-correct-d4j,0,0
Closure-72-patch0-d4j-correct-d4j,0,0
Closure-72-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-73-patch1-TBar-correct-ASE,0,0
Closure-73-patch1-SequenceR-incorrect-ASE,1,0
Closure-73-patch2-SequenceR-correct-ASE,0,0
Closure-74-patch0-d4j-correct-d4j,0,0
Closure-75-patch0-d4j-correct-d4j,0,0
Closure-75-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-76-patch0-d4j-correct-d4j,0,0
Closure-76-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-77-patch0-d4j-correct-d4j,0,0
Closure-78-patch0-d4j-correct-d4j,0,0
Closure-79-patch0-d4j-correct-d4j,0,0
Closure-80-patch0-d4j-correct-d4j,0,0
Closure-81-patch0-d4j-correct-d4j,0,0
Closure-82-patch0-d4j-correct-d4j,0,0
Closure-83-patch0-d4j-correct-d4j,0,1
Closure-84-patch0-d4j-correct-d4j,0,0
Closure-85-patch0-d4j-correct-d4j,0,1
Closure-86-patch1-SequenceR-correct-ASE,0,0
Closure-86-patch1-SequenceR-incorrect-ASE,1,0
Closure-86-patch2-SequenceR-incorrect-ASE,1,0
Closure-86-patch3-SequenceR-incorrect-ASE,1,0
Closure-86-patch4-SequenceR-incorrect-ASE,1,0
Closure-87-patch0-d4j-correct-d4j,0,0
Closure-88-patch0-d4j-correct-d4j,0,0
Closure-89-patch0-d4j-correct-d4j,0,0
Closure-90-patch0-d4j-correct-d4j,0,0
Closure-91-patch0-d4j-correct-d4j,0,0
Closure-92-patch0-d4j-correct-d4j,0,0
Closure-92-patch1-SequenceR-incorrect-ASE,1,0
Closure-92-patch2-SequenceR-incorrect-ASE,1,0
Closure-92-patch3-SequenceR-incorrect-ASE,1,0
Closure-92-patch4-SequenceR-incorrect-ASE,1,0
Closure-92-patch5-SequenceR-incorrect-ASE,1,0
Closure-92-patch6-SequenceR-incorrect-ASE,1,0
Closure-92-patch7-SequenceR-incorrect-ASE,1,0
Closure-92-patch8-SequenceR-incorrect-ASE,1,0
Closure-92-patch9-SequenceR-incorrect-ASE,1,0
Closure-92-patch10-SequenceR-incorrect-ASE,1,0
Closure-94-patch0-d4j-correct-d4j,0,0
Closure-95-patch0-d4j-correct-d4j,0,0
Closure-96-patch0-d4j-correct-d4j,0,0
Closure-97-patch0-d4j-correct-d4j,0,0
Closure-98-patch0-d4j-correct-d4j,0,0
Closure-99-patch0-d4j-correct-d4j,0,0
Closure-100-patch0-d4j-correct-d4j,0,0
Closure-101-patch0-d4j-correct-d4j,0,0
Closure-101-patch1-jKali-incorrect-ASE,1,1
Closure-102-patch0-d4j-correct-d4j,0,0
Closure-103-patch0-d4j-correct-d4j,0,0
Closure-104-patch0-d4j-correct-d4j,0,1
Closure-105-patch0-d4j-correct-d4j,0,0
Closure-106-patch0-d4j-correct-d4j,0,0
Closure-107-patch0-d4j-correct-d4j,0,0
Closure-107-patch1-SimFix-incorrect-ASE,1,0
Closure-107-patch1-TBar-incorrect-ASE,1,1
Closure-108-patch0-d4j-correct-d4j,0,1
Closure-108-patch1-AVATAR-incorrect-ASE,1,1
Closure-108-patch1-SimFix-incorrect-ASE,1,0
Closure-109-patch0-d4j-correct-d4j,0,0
Closure-109-patch1-TBar-incorrect-ASE,1,0
Closure-110-patch0-d4j-correct-d4j,0,1
Closure-111-patch0-d4j-correct-d4j,0,0
Closure-111-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-112-patch0-d4j-correct-d4j,0,0
Closure-113-patch0-d4j-correct-d4j,0,0
Closure-113-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-114-patch0-d4j-correct-d4j,0,0
Closure-114-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-115-patch0-d4j-correct-d4j,0,0
Closure-115-patch1-Arja-correct-ASE,0,1
Closure-115-patch1-Kali-correct-ASE,0,1
Closure-115-patch1-SimFix-correct-ASE,0,1
Closure-115-patch1-RSRepair-correct-ASE,0,1
Closure-115-patch1-AVATAR-correct-ASE,0,1
Closure-115-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-115-patch1-kPAR-incorrect-ASE,1,1
Closure-115-patch1-TBar-incorrect-ASE,1,0
Closure-116-patch0-d4j-correct-d4j,0,0
Closure-117-patch0-d4j-correct-d4j,0,0
Closure-118-patch0-d4j-correct-d4j,0,0
Closure-119-patch0-d4j-correct-d4j,0,1
Closure-119-patch1-Kali-incorrect-ASE,1,1
Closure-119-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-119-patch1-Arja-incorrect-ASE,1,0
Closure-120-patch0-d4j-correct-d4j,0,0
Closure-120-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-121-patch0-d4j-correct-d4j,0,0
Closure-121-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-122-patch0-d4j-correct-d4j,0,0
Closure-123-patch0-d4j-correct-d4j,0,0
Closure-123-patch1-SequenceR-incorrect-ASE,1,0
Closure-124-patch0-d4j-correct-d4j,0,0
Closure-124-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-125-patch0-d4j-correct-d4j,0,0
Closure-126-patch1-jMutRepair-correct-ASE,0,0
Closure-126-patch1-Arja-correct-ASE,0,0
Closure-126-patch1-SketchFix-correct-ASE,0,0
Closure-126-patch1-TBar-correct-ASE,0,0
Closure-126-patch1-Jaid-correct-ASE,0,0
Closure-126-patch1-GenProg-correct-ASE,0,1
Closure-126-patch1-AVATAR-incorrect-ASE,1,1
Closure-126-patch1-kPAR-incorrect-ASE,1,0
Closure-127-patch0-d4j-correct-d4j,0,0
Closure-127-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-128-patch0-d4j-correct-d4j,0,0
Closure-129-patch0-d4j-correct-d4j,0,0
Closure-129-patch1-RSRepair-incorrect-ASE,1,0
Closure-129-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-129-patch1-kPAR-incorrect-ASE,1,0
Closure-130-patch0-d4j-correct-d4j,0,0
Closure-130-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-130-patch1-RSRepair-incorrect-ASE,1,1
Closure-131-patch0-d4j-correct-d4j,0,0
Closure-131-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-132-patch0-d4j-correct-d4j,0,0
Closure-132-patch1-Nopol2017-incorrect-ICSE,1,1
Closure-133-patch0-d4j-correct-d4j,0,0
Closure-133-patch1-Nopol2017-incorrect-ICSE,1,0
Closure-133-patch1-TBar-incorrect-ASE,1,0
Lang-1-patch0-d4j-correct-d4j,0,0
Lang-3-patch0-d4j-correct-d4j,0,0
Lang-4-patch0-d4j-correct-d4j,0,0
Lang-5-patch0-d4j-correct-d4j,0,0
Lang-6-patch1-AVATAR-correct-ASE,0,0
Lang-6-patch1-SequenceR-incorrect-ASE,1,0
Lang-7-patch1-jKali-correct-ASE,0,0
Lang-7-patch1-ACS-correct-ICSE,0,0
Lang-7-patch1-AVATAR-correct-ASE,0,0
Lang-7-patch1-kPAR-correct-ASE,0,0
Lang-7-patch1-GenProg-incorrect-ASE,1,1
Lang-7-patch1-Arja-incorrect-ASE,1,1
Lang-7-patch1-RSRepair-incorrect-ASE,1,0
Lang-8-patch0-d4j-correct-d4j,0,0
Lang-9-patch0-d4j-correct-d4j,0,0
Lang-10-patch0-d4j-correct-d4j,0,0
Lang-10-patch1-TBar-correct-ASE,0,1
Lang-10-patch1-kPAR-incorrect-ASE,1,0
Lang-11-patch0-d4j-correct-d4j,0,0
Lang-12-patch0-d4j-correct-d4j,0,0
Lang-13-patch0-d4j-correct-d4j,0,0
Lang-13-patch1-TBar-incorrect-ASE,1,0
Lang-13-patch1-RSRepair-incorrect-ASE,1,1
Lang-14-patch0-d4j-correct-d4j,0,0
Lang-15-patch0-d4j-correct-d4j,0,0
Lang-16-patch0-d4j-correct-d4j,0,0
Lang-16-patch1-SimFix-correct-ASE,0,0
Lang-16-patch1-kPAR-incorrect-ASE,1,0
Lang-16-patch1-RSRepair-incorrect-ASE,1,1
Lang-17-patch0-d4j-correct-d4j,0,0
Lang-18-patch0-d4j-correct-d4j,0,0
Lang-18-patch1-TBar-incorrect-ASE,1,0
Lang-19-patch0-d4j-correct-d4j,0,0
Lang-20-patch0-d4j-correct-d4j,0,0
Lang-20-patch1-Arja-correct-ASE,0,0
Lang-21-patch0-d4j-correct-d4j,0,0
Lang-21-patch1-kPAR-incorrect-ASE,1,0
Lang-22-patch0-d4j-correct-d4j,0,0
Lang-22-patch1-jMutRepair-incorrect-ASE,1,0
Lang-22-patch1-jKali-incorrect-ASE,1,1
Lang-22-patch1-TBar-incorrect-ASE,1,0
Lang-22-patch1-AVATAR-incorrect-ASE,1,0
Lang-23-patch0-d4j-correct-d4j,0,0
Lang-24-patch0-d4j-correct-d4j,0,0
Lang-24-patch1-ACS-correct-ICSE,0,0
Lang-24-patch1-kPAR-incorrect-ASE,1,0
Lang-25-patch0-d4j-correct-d4j,0,0
Lang-26-patch0-d4j-correct-d4j,0,0
Lang-27-patch0-d4j-correct-d4j,0,0
Lang-27-patch1-kPAR-incorrect-ASE,1,0
Lang-27-patch1-jGenProg-incorrect-ASE,1,0
Lang-27-patch1-TBar-incorrect-ASE,1,0
Lang-27-patch1-jKali-incorrect-ASE,1,0
Lang-27-patch1-SimFix-incorrect-ASE,1,0
Lang-28-patch0-d4j-correct-d4j,0,0
Lang-29-patch0-d4j-correct-d4j,0,0
Lang-30-patch0-d4j-correct-d4j,0,0
Lang-31-patch0-d4j-correct-d4j,0,0
Lang-32-patch0-d4j-correct-d4j,0,0
Lang-33-patch1-TBar-correct-ASE,0,0
Lang-34-patch0-d4j-correct-d4j,0,1
Lang-35-patch0-d4j-correct-d4j,0,0
Lang-35-patch1-ACS-correct-ICSE,0,0
Lang-36-patch0-d4j-correct-d4j,0,0
Lang-37-patch0-d4j-correct-d4j,0,0
Lang-38-patch0-d4j-correct-d4j,0,0
Lang-38-patch2-Jaid-correct-ASE,0,0
Lang-38-patch3-Jaid-correct-ASE,0,0
Lang-38-patch4-Jaid-correct-ASE,0,0
Lang-39-patch0-d4j-correct-d4j,0,1
Lang-39-patch1-jGenProg-correct-ASE,0,0
Lang-39-patch1-ACS-incorrect-ICSE,1,1
Lang-39-patch1-Nopol2015-incorrect-ICSE,1,1
